"Zipcode","ResponseId","Usage","Q5","Q11._1","Q11._2","Q11._3","Q11._4","Q11._5","Q11._6","Q11._7","Q11._8","Q11._9","Q13._1","Q13._2","Q13._3","Q13._4","Q13._5","Q13._6","Q13._7","Q13._8","Q13._9","Q24","Q25","Income","White","Asian","Pacific_Islander","Latino","Black","Native","Male","Female","NB","Area","Distance","EJ_Bin"
"93955","R_6Ibeoqt5b3iwGvT",5,"Fishing or collecting food","5","1","5","5","5","5","5","5","5","5","3","4","2","4","3","3","4","2","Asian,Native Hawaiian or Pacific Islander","Male",2,0,1,1,0,0,0,1,0,0,"Central",1,3
"93955","R_7h3MZbwT6gdpzZT",3,"Walking or running","4","1","1","2","2","3","4","1","3","3","4","4","2","3","4","4","4","4","Asian,Black or African American","Male",3,0,1,0,0,1,0,1,0,0,"Central",1,3
"93955","R_1dAVG84HX9HnBuC",5,"Observing or photographing nature or wildlife, outdoor education","4","4","5","4","3","5","5","5","5","5","5","4","4","4","2","3","4","2","White","Female",2,1,0,0,0,0,0,0,1,0,"Central",1,3
"93955","R_owFpjm2og2MkwtJ",5,"Fishing or collecting food","4","3","4","4","4","4","5","4","5","5","5","5","4","5","5","5","4","5","Hispanic or Latino","Male",1,0,0,0,1,0,0,1,0,0,"Central",1,3
"93955","R_ip2wGxOypiqkpRD",3,"Walking or running","4","1",NA,"4","4","4","4",NA,"4","4","4","4","4","4","4","4","4","4","Black or African American","Female",2,0,0,0,0,1,0,0,1,0,"Central",1,3
"93955","R_5OLR0bVgAmLVakF",5,"Walking or running","4","2","5","4","4","4","4","3","4","4","4","4","3","3","3","3","4","4","Hispanic or Latino","Female",2,0,0,0,1,0,0,0,1,0,"Central",1,3
"93955","R_gUSpTrWpAS9A3cK",3,"Observing or photographing nature or wildlife, outdoor education","3","3","5","4","3","5","4","3","5","5","4","5","3","3","3","3","4","3","White","Male",NA,1,0,0,0,0,0,1,0,0,"Central",1,3
"93955","R_flIDQKRK0cAk3Ur",5,"Observing or photographing nature or wildlife, outdoor education","2","4","5","3","5","5","5","5","5","5","5","5","5","5","5","3","5","5","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"Central",1,3
"93955","R_1PYNdT3og7sGVLv",3,"Festivals with music and/or food  (e.g., earth day)","4","3","3","3","3","4","5","5","5","4","3","4","2","4","2","3","2","2","Other","Female",NA,0,0,0,0,0,0,0,1,0,"Central",1,3
"93955","R_7eFBjBxuWX2zgzz",2,"Walking or running","3","2","3","3","4","4","4","4","4","4","4","4","3","3","4","3","3","3","Asian","Male",1,0,1,0,0,0,0,1,0,0,"Central",1,3
"94002","R_5FLUD4IDugXnTrL",5,"Fishing or collecting food","5","1","4","5","3","5","5","4","5","5","5","5","4","5","5","5","5","5","White","Male",2,1,0,0,0,0,0,1,0,0,"North",4,1
"94002","R_atuoTIbAo8Bm25b",5,"Driving or sitting in your car to enjoy the views/sunsets",NA,NA,NA,NA,NA,NA,"5","5","5","4","4","2","2","4","2","3","4","4","White","Male",1,1,0,0,0,0,0,1,0,0,"North",4,1
"94010","R_7JFtf5i7iMqmDoO",5,"Observing or photographing nature or wildlife, outdoor education","4","3","5","3","5","4","4","4","5","5","4","4","4","4","3","4","4","3","Black or African American,Middle Eastern or North African,White","Female",1,1,0,0,0,1,0,0,1,0,"North",4,1
"94010","R_4o6m51GD3E54fPS",4,"Fishing or collecting food","5","3","5","5","5","5","5","5","5","5","4","4","3","5","5","4","5","3","Asian","Male",4,0,1,0,0,0,0,1,0,0,"North",4,1
"94010","R_6LSCLELIwdcqSUZ",5,"Fishing or collecting food","4","1","3","5","4","5","5","3","3","5","3","4","4","4","4","4","4","3","White","Male",NA,1,0,0,0,0,0,1,0,0,"North",4,1
"94014","R_38JbnV0umpNakEA",5,"Fishing or collecting food","2","3","2","1","3","1","4","2","1","2","1",NA,"4","3","2","1","5","5","Asian","Male",NA,0,1,0,0,0,0,1,0,0,"North",2,4
"94014","R_7us8IBk5FgOMaSf",2,"Driving or sitting in your car to enjoy the views/sunsets","5","2","4","4","5","4","5","4","4","4","4","4","4","4","4","4","4","3","Asian","Male",2,0,1,0,0,0,0,1,0,0,"North",2,4
"94014","R_3CJFqJRltDoYr1u",4,"Meditation, reading, and/or relaxing","4","1","4","4","5","5","5","4","5","4","4","4","4","5","4","4","5","5","Hispanic or Latino,White","Female",2,1,0,0,1,0,0,0,1,0,"North",2,4
"94014","R_79M6pZVQPsadLqh",3,"Driving or sitting in your car to enjoy the views/sunsets","5","5","1","1","1","3","3","3","3","1",NA,NA,NA,NA,NA,NA,NA,NA,"Hispanic or Latino","Female",2,0,0,0,1,0,0,0,1,0,"North",2,4
"94014","R_5aW8lYvGsb2570g",4,"Snorkeling/Scuba Diving","5","1","5","5","4","5","5","4","5","5","4","4","4","5","5","2","4","2","Asian","Male",5,0,1,0,0,0,0,1,0,0,"North",2,4
"94014","R_6KT3RCP6kyI0RGh",4,"Observing or photographing nature or wildlife, outdoor education","5","3","3","4","4","4","5","1","5","1","1","1","4","4","3","3","4","4","Asian,Black or African American,Hispanic or Latino,White","Female",2,1,1,0,1,1,0,0,1,0,"North",2,4
"94014","R_5bgkIUwrwpkQ4XT",5,"Cultural or religious practices or ceremonies","1","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Other","Female",3,0,0,0,0,0,0,0,1,0,"North",2,4
"94014","R_hwGtDM4E6hRa72s",4,"Walking or running","3","3","4","4","3","4","4","4","4","4","4","4","3","3","3","3","4","4","Asian","Male",3,0,1,0,0,0,0,1,0,0,"North",2,4
"94014","R_302jEKW8KoBSwK4",4,"Fishing or collecting food","3","2","4","5","4","4","5","3","5","4","4","4","4","4","4","3","4","3","Asian","Male",2,0,1,0,0,0,0,1,0,0,"North",2,4
"94014","R_1NCdDinccCgwPMw",4,"Festivals with music and/or food  (e.g., earth day)","4","3","4","4","5","4","4","3","5","4","3","3","3","2","3","3","4","4","Asian","Female",3,0,1,0,0,0,0,0,1,0,"North",2,4
"94014","R_mCAcU1quuAJXLwG",5,"Fishing or collecting food","3",NA,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","Asian","Male",2,0,1,0,0,0,0,1,0,0,"North",2,4
"94014","R_6kk3FbXy2UIiZd2",3,"Walking or running","3","3","3","4","3","4","4","4","4","3","3","3","3","3","3","3","3","4","Asian","Female",NA,0,1,0,0,0,0,0,1,0,"North",2,4
"94015","R_34G9VuhoeqDFdRv",3,"Beach games or sports (e.g., frisbee, volleyball, yoga)","5","3","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","Native Hawaiian or Pacific Islander","Female",3,0,0,1,0,0,0,0,1,0,"North",2,4
"94015","R_6gUzUf7Zjo0waxH",4,"Group or family gatherings or activities (e.g., family outing, bbq)","5","4","5","5","4","4","5","5","5","5","5","5","5","3","4","4","5","4","Asian","Female",1,0,1,0,0,0,0,0,1,0,"North",2,4
"94015","R_1CDyrjTGSM4spu9",5,"Fishing or collecting food","1","3","1",NA,"1","1","3","1","1","5","3","4","3","5","4","3","4","3","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"North",2,4
"94015","R_6t26IgTyvVosv3r",1,NA,"1","3","4","4","4","4","4","5","4","3","3","3","1","4","3","2","2",NA,"Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"North",2,4
"94015","R_d5H1hgh1cswdzvp",5,"Meditation, reading, and/or relaxing",NA,NA,NA,NA,NA,NA,"5",NA,NA,"5","5","5","5","3","3","5","3","5","White","Female",2,1,0,0,0,0,0,0,1,0,"North",2,4
"94015","R_5gP5dhEtcDusTp7",4,"Fishing or collecting food","4","2","4","4","3","3","4","3","4","4","3","3","3","4","4","4","4","4",NA,"Male",NA,0,0,0,0,0,0,1,0,0,"North",2,4
"94015","R_5qodBOeS7QMpLP3",5,"Surfing","3","3","5","4","3","5","5","5","5","5","4","5","3","5","4","3","5","2","Asian,White","Male",1,1,1,0,0,0,0,1,0,0,"North",2,4
"94015","R_5P6TW9SYTn7paZR",3,"Observing or photographing nature or wildlife, outdoor education","2","2","4","4","4","3","3","4","3","4","3","4","3","4","4","4","4","3","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"North",2,4
"94015","R_6ttiByghlVi8mho",3,"Driving or sitting in your car to enjoy the views/sunsets","4","3","4","4","4","4","4","4","5","4","4","5","4","2","4","3","3","3","Asian","Male",2,0,1,0,0,0,0,1,0,0,"North",2,4
"94015","R_6KUKmfFbpYn72xj",5,"Fishing or collecting food","5","5","3","5","5","4","5","5","5","4","5","4","4","4","4","4","5","5","Asian","Male",1,0,1,0,0,0,0,1,0,0,"North",2,4
"94015","R_d6J9CpNRV2Kf4Dr",4,"Walking or running","4","1","4","5","4","5","4","5","5","4","5","4","2","1","1","2","4","4","Asian","Female",1,0,1,0,0,0,0,0,1,0,"North",2,4
"94016","R_7LhCcuiwhIQQ1PT",3,"Meditation, reading, and/or relaxing","5","3","5","5","5","5","5","5","5","5","5","4","5","5","5","4","4","3","Asian","Female",2,0,1,0,0,0,0,0,1,0,"North",NA,NA
"94018","R_1NOlYYiUGiuSSH1",4,"Fishing or collecting food","5","4","5","4","3","5","4","3","3","5","5","5","5","5","5","5","5","5","Black or African American,Hispanic or Latino,White","Male",3,1,0,0,1,1,0,1,0,0,"North",NA,NA
"94018","R_39pnu5JVdgTsn1w",4,"Fishing or collecting food","5","3","4","4","3","5","4","3","4","5","4","5","5","4","5","5","5","5","Black or African American,Hispanic or Latino,White","Male",3,1,0,0,1,1,0,1,0,0,"North",NA,NA
"94019","R_6zP8OySVNk0kFoU",5,"Paid work","5","5","4","2","2","3","2","2","5","5","5","5","3","5","5","4","5","3","White","Female",NA,1,0,0,0,0,0,0,1,0,"North",1,1
"94019","R_3FxqCBkfcKG7xkv",5,"Fishing or collecting food","5","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","White","Male",3,1,0,0,0,0,0,1,0,0,"North",1,1
"94019","R_6DZGr285UaQF2hP",5,"Fishing or collecting food","5","1","5","5","1","5","5","1","5","5","5","5","5","5","5","5","5","1","White","Male",5,1,0,0,0,0,0,1,0,0,"North",1,1
"94019","R_3PG8WIFDdy8nqRb",5,"Walking or running","1","1","3","1","1","4","4","1","5","4","5","5","2","5","5","5","5","3",NA,"Male",4,0,0,0,0,0,0,1,0,0,"North",1,1
"94019","R_1P17uN0jA5KDKr2",4,"Fishing or collecting food","5","1","5","5","5","5","5","5","5","5","4","4","4","5","5","2","4","3","White","Male",5,1,0,0,0,0,0,1,0,0,"North",1,1
"94020","R_1R3tpByT5EERicJ",4,"Fishing or collecting food","5","3","5","5","5","5","5","5","5","5","5","5","1","5","5","5","5","4","White","Male",2,1,0,0,0,0,0,1,0,0,"North",5,NA
"94022","R_7bLZHgoiCT4OfFn",4,"Fishing or collecting food","4","3","5","5","5","5","5","5","5","5","4","4","3","4","4","3","4","3","White","Male",5,1,0,0,0,0,0,1,0,0,"North",5,1
"94022","R_3QQsEjrT16stQWR",4,"Observing or photographing nature or wildlife, outdoor education","4","1","4","4","4","2","4","4","4","5","2","4","2","4","4","4","4","1","Hispanic or Latino","Female",5,0,0,0,1,0,0,0,1,0,"North",5,1
"94025","R_6GvkaqKoMG1t6iR",3,"Meditation, reading, and/or relaxing","4","2","4","4","2",NA,"4","5","5","5","5","5","5","4","4","3","4","4","White","Male",2,1,0,0,0,0,0,1,0,0,"North",5,1
"94030","R_1JVnN9rzi6FDK13",4,"Walking or running","4","1","5","5","3","3","4","3","4","4","5","5","5","5","5","4","4","4","White","Male",3,1,0,0,0,0,0,1,0,0,"North",4,2
"94030","R_fz4KbHiBTk23i87",5,"Stand up paddleboarding/Kite or sailboarding/Kayaking","4","4","5","5","5","5","5","5","5","5","4","4","2","3","3","4","4","4","Asian","Male",3,0,1,0,0,0,0,1,0,0,"North",4,2
"94030","R_663XTcMPid4bzEd",4,"Meditation, reading, and/or relaxing","4","3","4","4","4","4","5","5","5","5","4","5","5","4","4","4","4","3","Asian,Hispanic or Latino","Male",2,0,1,0,1,0,0,1,0,0,"North",4,2
"94030","R_7c3Ln4IWUjpYBrz",5,"Fishing or collecting food","5","5","5","5","3","5","5","5","5","5","5","5","3","5","3","4","5","5","White","Male",2,1,0,0,0,0,0,1,0,0,"North",4,2
"94030","R_82yxR71abvGSH5a",3,"Walking or running","3","1","4","4","3","3","4","2","4","4","4","5","3","2","2","2","4","3","Asian","Female",5,0,1,0,0,0,0,0,1,0,"North",4,2
"94030","R_3dix9JFwgZeK2UF",5,"Fishing or collecting food","5",NA,"5","4",NA,NA,"5",NA,"4","5","5","5","5","5","5","5",NA,NA,"Asian","Male",3,0,1,0,0,0,0,1,0,0,"North",4,2
"94030","R_1rMb5dYWB9M3YeS",5,"Stand up paddleboarding/Kite or sailboarding/Kayaking","4","3","5","5","4","5","4","3","4","5","5","5","4","5","4","4","4","3","Asian","Female",3,0,1,0,0,0,0,0,1,0,"North",4,2
"94040","R_64V4bl4Um1nucGS",3,"Meditation, reading, and/or relaxing","2","3","3","4","2","3","3","1","1","3","4","4","3","2","3","4","3","4","Asian","Male",2,0,1,0,0,0,0,1,0,0,"North",5,2
"94040","R_8ERHBfpVI17XLOx",3,"Group or family gatherings or activities (e.g., family outing, bbq)","3","2","4","4","4","4","5","4","5","5","5","5","4","5","4","4","4","3","Asian","Female",2,0,1,0,0,0,0,0,1,0,"North",5,2
"94040","R_7LM64Fn44EINvVp",3,"Swimming or bodysurfing",NA,NA,NA,NA,NA,"5","5","5","5","4","3","1","1","2","3","3","4","3","Asian","Male",3,0,1,0,0,0,0,1,0,0,"North",5,2
"94040","R_o6RccOjmKUylQ3j",3,"Group or family gatherings or activities (e.g., family outing, bbq)","2","2","2","4","3","3","4","4","3","4","4","4","3","4","4","4","4","4","Asian","Male",2,0,1,0,0,0,0,1,0,0,"North",5,2
"94041","R_9qipHOMU78A7uFA",3,"Group or family gatherings or activities (e.g., family outing, bbq)","4","2","3","1","3","4","4","4","5","4","5","3","2","4","4","4","5","4","Asian","Female",1,0,1,0,0,0,0,0,1,0,"North",5,2
"94044","R_3l3flEM4TFnRhol",5,"Fishing or collecting food","5","3","5","5","4","5","5","5","5","3","5","5","5","5","5","5","5","5","Asian,White","Female",4,1,1,0,0,0,0,0,1,0,"North",1,1
"94044","R_0MDYaB77aSaQCMz",5,"Fishing or collecting food","4","4","3","4","3","5","2","3","3","3","4","4","3","5","5","4","4","4","Hispanic or Latino","Male",NA,0,0,0,1,0,0,1,0,0,"North",1,1
"94044","R_kAUJ25TZ4pWol87",5,"Surfing","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","4","4","3","Other","Male",4,0,0,0,0,0,0,1,0,0,"North",1,1
"94044","R_3VKJ5N1caSklIp9",3,"Group or family gatherings or activities (e.g., family outing, bbq)","4","5","4","5","5","4","5","5","5","5","5","5","3","2","1","3","2","3","American Indian or Alaska Native,Asian","Female",2,0,1,0,0,0,1,0,1,0,"North",1,1
"94044","R_iOnF57Yvj6hGBAL",5,"Paid work","1","5","5","5","5","5","5","5","5","5","5","5","4","4","2","3","5","5","Asian,White","Female",1,1,1,0,0,0,0,0,1,0,"North",1,1
"94044","R_jaHHKAFHbxTrP2Z",3,"Fishing or collecting food","5","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","White",NA,NA,1,0,0,0,0,0,0,0,0,"North",1,1
"94044","R_5BpeyFOOLcuSH1T",5,"Observing or photographing nature or wildlife, outdoor education","1","5","5","4","4","5","5","1","5","5","5","4","2","4","3","4","4","3","White","Female",2,1,0,0,0,0,0,0,1,0,"North",1,1
"94044","R_16bmGeqWeGkEJnb",5,"Observing or photographing nature or wildlife, outdoor education","1","5","5","4","4","5","5","1","5","5","5","4","2","4","3","4","4","3","White","Female",2,1,0,0,0,0,0,0,1,0,"North",1,1
"94061","R_5mkPw9IlJtQHj9S",5,"Fishing or collecting food","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","White","Male",5,1,0,0,0,0,0,1,0,0,"North",5,2
"94061","R_8DYPioS7ZDxU9rS",5,"Surfing","2","2","4","4","5","5","5","5","5","5","5","5","4","5","5","5","4","5","American Indian or Alaska Native","Male",1,0,0,0,0,0,1,1,0,0,"North",5,2
"94062","R_5JpTXrdfsFpwecQ",4,"Fishing or collecting food","4","1","1","4","4","4","4","1","4","4","4","5","4","4","4","4","4","3","White","Male",NA,1,0,0,0,0,0,1,0,0,"North",5,1
"94063","R_550mR72l4f9vHUt",4,"Fishing or collecting food","1","2","2",NA,NA,NA,NA,NA,NA,"5","4","5","5","5","5","4","5","5","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"North",5,5
"94063","R_fvoGN09XAGdevHE",3,"Beach games or sports (e.g., frisbee, volleyball, yoga)","3","3","3","4","3","4","5","5","5","4","4","3","3","3","2","4","4","5","Asian","Male",2,0,1,0,0,0,0,1,0,0,"North",5,5
"94063","R_cHnmWGdaKxYXVhM",3,"Walking or running","5","2","5","3","5","5","5","5","5","5","5","5","5","2","3","3","5","5","Hispanic or Latino","Female",1,0,0,0,1,0,0,0,1,0,"North",5,5
"94064","R_7ANeblDsbIh3ZVF",5,"Fishing or collecting food","4","3","4","4","4","3","4","3","4","2","4","4","4","4","4","4","3","4","Hispanic or Latino","Male",1,0,0,0,1,0,0,1,0,0,"North",NA,NA
"94066","R_mJ885VE8T2QaM9j",4,"Walking or running","4","1","3","4","3","4","5","3","5","5","5","5","5","5","5","5","5","4","Hispanic or Latino","Male",3,0,0,0,1,0,0,1,0,0,"North",3,3
"94066","R_7cc35KcNgGY4X7j",4,"Group or family gatherings or activities (e.g., family outing, bbq)","5","1","5","5","5","5","5","5","5","4","5","5","5","3","4","3","2","4","Asian","Female",3,0,1,0,0,0,0,0,1,0,"North",3,3
"94070","R_1LyhVI56eskjpaQ",3,"Meditation, reading, and/or relaxing","3","3","3","4","3","4","4","5","5","4","4","4","4","2","2","3","2","4","White","Female",NA,1,0,0,0,0,0,0,1,0,"North",5,1
"94074","R_6DzKBSflafOTArX",4,"Fishing or collecting food","5",NA,"5","5","5","4","5","5","5","4","2","4","3","5","5","4","5","3","White","Male",2,1,0,0,0,0,0,1,0,0,"North",3,NA
"94080","R_7nPBW0KPbZAXEkh",4,"Cultural or religious practices or ceremonies","5","5","5","5","5","5","5","5","5","5","5","5","5","5","1","1","3","1",NA,"Female",2,0,0,0,0,0,0,0,1,0,"North",3,4
"94080","R_atUVBKKIZY1u91E",4,"Walking or running","4","4","4","4","5","4","4","5","5","5","5","5","3","4","5","4","4","3","White","Male",2,1,0,0,0,0,0,1,0,0,"North",3,4
"94080","R_6jTnfJNErXVXPrz",4,"Fishing or collecting food","4","1","5","5","4","5",NA,"5","5",NA,"2","3","3","5","5","3","5","2","Asian","Male",NA,0,1,0,0,0,0,1,0,0,"North",3,4
"94080","R_7LZ4rWs4Y52FE0C",4,"Snorkeling/Scuba Diving","4","1","4","5","2","5","5","4","5","5","4","5","3","4","4","4","4","4","Asian","Male",3,0,1,0,0,0,0,1,0,0,"North",3,4
"94080","R_61WVOrz21orWbRG",4,"Walking or running","1","1","3","4","3","3","5","5","5","4","4","1","1","4","4","2","4","4","White","Male",5,1,0,0,0,0,0,1,0,0,"North",3,4
"94080","R_6DZPNpp2S6HyPPb",5,"Fishing or collecting food","4","3","4","4","4","4","4","4","4","4","4","3","4","3","4","3","3","3","Asian","Male",1,0,1,0,0,0,0,1,0,0,"North",3,4
"94080","R_5ao6uJF5h0kzdLj",5,"Fishing or collecting food","5","4","4","4","5","5","5","4","5","5","5","5","2","5","5","5","4","5","Asian","Male",NA,0,1,0,0,0,0,1,0,0,"North",3,4
"94080","R_bN6Aj9cXZU2m4z2",5,"Fishing or collecting food","1","2","3","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","Other","Male",NA,0,0,0,0,0,0,1,0,0,"North",3,4
"94080","R_oDVpmy1vbKLgBt5",4,"Fishing or collecting food","3","2","5","5","5","5","5","5","5","5","5","5","3","4","4","3","4","3","American Indian or Alaska Native,Hispanic or Latino","Male",1,0,0,0,1,0,1,1,0,0,"North",3,4
"94080","R_3frfGRtLa8pZURP",5,"Fishing or collecting food","4","3","4","4","4","4","4","4","4","4","4","3","4","3","4","3","3","3","Asian","Male",1,0,1,0,0,0,0,1,0,0,"North",3,4
"94085","R_5QIVKDXMRBqNJBL",1,NA,"3","4","4","4","5","5","5","4","5","4","4","4","5","5","3","4","3","4","Asian","Female",NA,0,1,0,0,0,0,0,1,0,"North",5,3
"94085","R_1vEJwVB6IDHQlxh",1,NA,"3","4","4","4","5","5","5","4","5","4","4","4","5","5","3","4","3","4","Asian","Female",NA,0,1,0,0,0,0,0,1,0,"North",5,3
"94086","R_osmxSR1yAZMZRcQ",3,"Swimming or bodysurfing","3","3","4","4","4","4","5","5","5","4","4","4","5","5","4","4","4","4","Asian","Male",3,0,1,0,0,0,0,1,0,0,"North",5,2
"94086","R_51tos3Oa02y3sIK",4,"Stand up paddleboarding/Kite or sailboarding/Kayaking","3","3","4","4","4","3","5","5","5","4","4","4","4","3","3","4","4","4","Asian","Male",2,0,1,0,0,0,0,1,0,0,"North",5,2
"94086","R_aybXbSTkaXpQJLL",3,"Walking or running","4","2","4","4","4","4","5","4","4","4","5","3","4","4","4","5","5","5","Other","Male",2,0,0,0,0,0,0,1,0,0,"North",5,2
"94086","R_3UX8UKpXFACFeCF",4,"Snorkeling/Scuba Diving","1","3","5","5","5","5","5","5","5","5","5","5","2","5","5","5","5","5","White","Male",5,1,0,0,0,0,0,1,0,0,"North",5,2
"94086","R_61WSQObmuCJ47ph",1,NA,"2","2","4","4","3","4","4","3","5","4","4","4","5","2","4","4","4","5","Asian","Female",NA,0,1,0,0,0,0,0,1,0,"North",5,2
"94086","R_6CDu8Cx7C5tfsOJ",1,NA,"3","2","4","5","3","4","5","4","5","4","4","4","5","5","3","4","4","4","Asian","Female",3,0,1,0,0,0,0,0,1,0,"North",5,2
"94086","R_1mRzCEGs4MZiSFF",3,"Swimming or bodysurfing","3","3","4","4","4","4","5","5","5","4","4","4","5","5","4","4","4","4","Asian","Male",3,0,1,0,0,0,0,1,0,0,"North",5,2
"94086","R_aPOm0dPkYZc9dJp",1,NA,"3","2","4","5","3","4","5","4","5","4","4","4","5","5","3","4","4","4","Asian","Female",3,0,1,0,0,0,0,0,1,0,"North",5,2
"94087","R_5YSKyrnMNzBUJCV",4,"Fishing or collecting food","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","3",NA,"Male",3,0,0,0,0,0,0,1,0,0,"North",5,1
"94087","R_38OXRgfjso8I5R7",4,"Fishing or collecting food","5","5","5","4","3","5","4","3","3","5","4","4","4","4","4","3","4","4","Asian","Male",2,0,1,0,0,0,0,1,0,0,"North",5,1
"94087","R_36BfJGLMG0mRhBv",4,"Observing or photographing nature or wildlife, outdoor education","1","2","4","4","5","4","4","4","5","4","4","4","4","4","4","4","4","2","Hispanic or Latino,White","Male",5,1,0,0,1,0,0,1,0,0,"North",5,1
"94089","R_5Ihe0cqdVcGT6HP",4,"Snorkeling/Scuba Diving","4","1","4","4","5","5","5","5","5","5","5","4","3","5","4","4","5","3","Asian","Male",3,0,1,0,0,0,0,1,0,0,"North",5,3
"94101","R_5I9MVmuf0SncPRg",2,"Group or family gatherings or activities (e.g., family outing, bbq)","5","5","5","5","5","5","5","5","5","5","5","4","5","5","4","5","4","5","Hispanic or Latino,Native Hawaiian or Pacific Islander,White",NA,1,1,0,1,1,0,0,0,0,0,NA,NA,NA
"94102","R_3EBrjFmT4OLc2Ea",2,"Beach games or sports (e.g., frisbee, volleyball, yoga)","4","4","5","4","3","5","5","4","4","5","4","5","5","5","4","5","4","4","Black or African American","Male",NA,0,0,0,0,1,0,1,0,0,"North",2,4
"94102","R_6OTYSpDHcmqbP68",5,"Surfing","4","3","3","4","3","4","4","4","4","5","5","4","4","4","4","4","4","4","White","Male",1,1,0,0,0,0,0,1,0,0,"North",2,4
"94102","R_725qQ4ClZ9ynMac",3,"Meditation, reading, and/or relaxing","2","2","2","3","3","1","4","5","5","4","4","4","4","4","4","4","4","4","White","Non-binary",1,1,0,0,0,0,0,0,0,1,"North",2,4
"94102","R_1qyJlpjzvdUMXgB",3,"Group or family gatherings or activities (e.g., family outing, bbq)","2","2","3","4","3","2","3","2","3","3","4","3","1","3","3","2","3","2","Asian,Black or African American","Non-binary",2,0,1,0,0,1,0,0,0,1,"North",2,4
"94102","R_0C6qnBQ0WQDzGB1",3,"Group or family gatherings or activities (e.g., family outing, bbq)","2","2","5","4","4","1","4","2","4","4","4","3","3","3","3","2","3","2","Black or African American","Non-binary",NA,0,0,0,0,1,0,0,0,1,"North",2,4
"94102","R_mPnV3vctgn0sFXm",5,"Fishing or collecting food","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","American Indian or Alaska Native,Middle Eastern or North African","Male",2,0,0,0,0,0,1,1,0,0,"North",2,4
"94102","R_7JdUL4fvgEeS5R9",3,"Driving or sitting in your car to enjoy the views/sunsets","2","2","3","3","3","2","4","3","4","4","3","4","4","3","3","4","2","2","Asian","Female",2,0,1,0,0,0,0,0,1,0,"North",2,4
"94102","R_fQhYBWGc6zdqORR",5,"Meditation, reading, and/or relaxing","1","1","4","1","1","1","5","5","5","5","5","1","5","1","1","1","1","5","Black or African American","Male",1,0,0,0,0,1,0,1,0,0,"North",2,4
"94102","R_7Eo17wukLuMPJvl",3,"Group or family gatherings or activities (e.g., family outing, bbq)","2","2","5","5","3","3","5","3","5","4","5","4","1","4","3","3","4","2","Black or African American","Non-binary",2,0,0,0,0,1,0,0,0,1,"North",2,4
"94102","R_1Rl5C2NtnAzdsf4",4,"Meditation, reading, and/or relaxing","3","3","5","5","5","5","5","5","5","5","5","5","5","5","1","5","5","5","Asian,Black or African American","Male",1,0,1,0,0,1,0,1,0,0,"North",2,4
"94102","R_3EoAudtmo41ESdb",3,"Other","4","3","4","4","5","5","5","5","5","5","5","4","4","4","3","3","3","3","Hispanic or Latino",NA,NA,0,0,0,1,0,0,0,0,0,"North",2,4
"94102","R_cTM1hNTI8mT7Gab",2,"Group or family gatherings or activities (e.g., family outing, bbq)","2","2","4","4","3","2","3","3","4","4","4","4","1","2","2","2","2","1","Asian,Native Hawaiian or Pacific Islander","Non-binary",2,0,1,1,0,0,0,0,0,1,"North",2,4
"94102","R_gKAvzZ7I1zcSfzq",4,"Bicycling, roller skating, skateboarding, etc","5","5","5","5","5","5","5","5","5","4","4","4","3","3","3","2","3","3","Black or African American","Female",1,0,0,0,0,1,0,0,1,0,"North",2,4
"94102","R_5e5iVKpXej2kC6s",3,"Festivals with music and/or food  (e.g., earth day)","5","4","4","4","5","5","5","5","5","5","5","5","5","4","4","4","4","5","Hispanic or Latino","Male",2,0,0,0,1,0,0,1,0,0,"North",2,4
"94103","R_7n2N1SWN6JjxwiJ",3,"Beach games or sports (e.g., frisbee, volleyball, yoga)","2","2","4","4","2","4","4","2","4","3","4","3","2","4","4","4","4","3","Middle Eastern or North African","Male",2,0,0,0,0,0,0,1,0,0,"North",4,5
"94103","R_5Xhe2peMAfZlgGN",3,"Festivals with music and/or food (e.g., earth day)","5","4","3","2","5","3","4","4","5","5","4","1","2","4","1","3","2","4","White","Male",2,1,0,0,0,0,0,1,0,0,"North",4,5
"94103","R_7nAVNqSdWThhV7a",4,"Beach games or sports (e.g., frisbee, volleyball, yoga)","3","2","4","4","3","4","4","2","2","3","4","4","3","4","4","4","3","2","Asian","Male",3,0,1,0,0,0,0,1,0,0,"North",4,5
